,P1,P2,P1A,P1B,P1C,P1D,P6,P11A,P11B,P11C,P11F,P12,P16,P17,P20,P23,P27A,P27B,P27C,P27D,P27E,P27F,P27G,P37,P43,P46A,P46B,P46C,P46D,P46E,P46F,P46G,P46H,P46I,P47A,P47B,P47C,P47D,P47E,P47F,P47G,P47H,P47I,P63A,P63B,P68,P131A,P131B,P131C,P148,P149,P152,P160
2966,14,1,,,,,1,2.0,3.0,,,1,2,2,2,2,,,,,,,,1.0,5,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,1,6.0,7.0,1,2,6,Warnes
2972,19,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,3,4.0,6.0,1,2,6,Warnes
2973,24,1,,,,,1,4.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,2,1,2.0,10.0,,,,,,,1,5.0,7.0,9.0,,,,,,2,,1,1,5.0,,2,4,6,Warnes
2974,21,1,,,,,1,4.0,5.0,,,1,2,1,1,3,,,,,,,,1.0,4,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,5.0,,2,3,6,Valle Grande
2978,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,3,1,10.0,,,,,,,,7,,,,,,,,,2,,1,5,,,2,2,6,Valle Grande
2980,25,1,,,,,1,1.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,4.0,,5.0,7.0,10.0,,,5,9.0,10.0,,,,,,,1,2.0,2,5,6.0,7.0,2,6,6,Santa Rita
2982,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,8,9.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,5,6.0,,1,3,6,Santa Rita
2983,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,8,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,5.0,,1,3,6,Santa Cruz
2986,20,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,5,7.0,9.0,,,,,,,2,,3,3,5.0,6.0,2,3,6,Santa Cruz
2995,21,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,1,5.0,7.0,12.0,,,,,,2,,2,1,6.0,5.0,1,6,6,Santa Cruz
2996,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,5.0,7.0,,,,,,,2,,1,1,3.0,6.0,2,3,6,Santa Cruz
3000,18,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,5,9.0,10.0,,,,,,,2,,1,6,7.0,,2,2,6,Santa Cruz
3005,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,8,10.0,11.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,6,1.0,,1,2,6,Santa Cruz
3006,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,7,1,10.0,11.0,,,,,,,7,,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Santa Cruz
3014,21,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,6,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,5,6.0,1.0,1,4,6,Santa Cruz
3022,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,9,5.0,,,,,,,,2,,1,1,6.0,7.0,1,3,6,Santa Cruz
3023,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,8,7.0,10.0,,1.0,,,,,1,5.0,,,,,,,,2,,3,1,5.0,6.0,2,3,6,Santa Cruz
3027,19,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,4,5.0,7.0,,,,,,,2,,1,1,3.0,6.0,1,2,6,Santa Cruz
3028,20,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,6,7,8.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,1,3.0,5.0,2,6,6,Santa Cruz
3029,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,7,7,8.0,10.0,,,,,,,7,8.0,9.0,,,,,,,2,,2,5,6.0,1.0,1,6,6,Santa Cruz
3040,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,8.0,10.0,,,,,,,1,7.0,12.0,,,,,,,2,,2,6,5.0,3.0,1,6,6,Santa Cruz
3041,18,1,,,,,1,2.0,4.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,3,6.0,7.0,2,3,6,Santa Cruz
3043,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,6,5.0,1.0,2,6,6,Santa Cruz
3046,21,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,5.0,7.0,8.0,9.0,,12.0,,,1,9.0,1,5,6.0,1.0,1,6,6,Santa Cruz
3047,20,1,,,,,1,4.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,4.0,5.0,7.0,8.0,,9.0,,,1,9.0,1,1,3.0,6.0,2,6,6,Santa Cruz
3049,21,1,,,,,1,1.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,7.0,8.0,9.0,,,,,,1,2.0,1,4,5.0,6.0,2,6,6,Santa Cruz
3052,20,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,7.0,8.0,,,,,,,2,,2,5,6.0,1.0,1,6,6,Santa Cruz
3055,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,9,10.0,,,,,,,,1,7.0,9.0,,,,,,,2,,1,1,6.0,7.0,2,2,6,Santa Cruz
3056,20,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,7,8.0,10.0,,,,,,,1,2.0,7.0,,,,,,,2,,3,1,5.0,6.0,1,3,6,Santa Cruz
3057,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,1,5.0,7.0,12.0,,,,,,1,2.0,2,1,6.0,5.0,2,6,6,Santa Cruz
3063,22,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,5.0,7.0,9.0,12.0,,,,,2,,3,3,6.0,5.0,1,6,6,Santa Cruz
3064,19,1,,,,,1,2.0,4.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,12.0,,,,,,,2,,1,3,6.0,5.0,2,3,6,Santa Cruz
3065,19,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,6,1,2.0,10.0,,,,,,,1,5.0,9.0,12.0,,,,,,2,,1,6,5.0,1.0,1,2,6,Santa Cruz
3066,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,5.0,2,6,6,Santa Cruz
3070,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,9.0,12.0,,,,,,2,,2,6,5.0,3.0,1,6,6,Santa Cruz
3075,21,1,,,,,1,1.0,3.0,5.0,,1,1,2,1,3,,,,,,,,1.0,6,1,7.0,8.0,,9.0,10.0,,,,1,7.0,9.0,,,,,,,2,,3,5,6.0,7.0,1,6,6,Santa Cruz
3076,22,1,,,,,1,2.0,3.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,2,5,6.0,7.0,1,6,6,Santa Cruz
3077,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,7.0,9.0,,10.0,,,,,7,9.0,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Santa Cruz
3079,22,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,7.0,9.0,,10.0,,,,,7,9.0,12.0,,,,,,,2,,2,5,6.0,7.0,2,6,6,Santa Cruz
3084,19,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,1,1.0,4.0,7.0,,,,,1.0,7,2,8.0,9.0,,11.0,,,,,7,8.0,9.0,10.0,,,,,,2,,3,4,3.0,1.0,2,2,6,Santa Cruz
3086,19,1,,,,,1,1.0,5.0,,,1,1,2,1,1,1.0,2.0,10.0,,,,,1.0,7,1,5.0,10.0,,,,,,,4,5.0,7.0,8.0,9.0,,,,,2,,1,4,5.0,6.0,1,2,6,Santa Cruz
3097,21,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,8,10.0,11.0,,,,,,,4,5.0,8.0,9.0,,,,,,2,,1,4,5.0,6.0,2,6,6,Santa Cruz
3098,16,1,,,,,1,4.0,5.0,,,1,1,2,1,1,4.0,7.0,11.0,,,,,1.0,7,4,10.0,11.0,,,,,,,4,5.0,8.0,9.0,12.0,,,,,2,,2,1,3.0,5.0,1,2,6,Santa Cruz
3099,20,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,4,7.0,10.0,,,,,,,4,5.0,7.0,8.0,9.0,,,,,2,,1,5,6.0,4.0,1,6,6,Santa Cruz
3107,21,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,2,1,6.0,5.0,2,6,6,Santa Cruz
3109,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,2,5,6.0,7.0,1,6,6,Santa Cruz
3111,21,1,,,,,1,2.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,3.0,7.0,,,,,,,2,,2,6,5.0,1.0,1,4,6,Santa Cruz
3112,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,10.0,11.0,,,,,,,1,4.0,5.0,7.0,8.0,,9.0,,,2,,3,1,2.0,3.0,2,6,6,Santa Cruz
3117,16,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,1,1.0,10.0,11.0,,,,,1.0,7,1,10.0,11.0,,,,,,,5,7.0,8.0,9.0,,,,,,2,,2,1,5.0,2.0,1,2,6,Santa Cruz
3122,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,9.0,,,,,,,,1,2.0,3,6,,,2,2,6,Santa Cruz
3124,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,7,,,,,,,,,2,,1,9,,,1,2,6,Santa Cruz
3125,17,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,2,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,7,,,,,,,,,2,,1,6,,,2,2,6,Santa Cruz
3137,14,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,3.0,6.0,2,2,6,Santa Cruz
3138,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,2,6,5.0,1.0,1,3,6,Santa Cruz
3147,16,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,3,5.0,6.0,2,2,6,Santa Cruz
3148,17,1,,,,,1,1.0,3.0,4.0,5.0,1,2,2,1,2,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,7,9.0,,,,,,,,1,2.0,1,6,5.0,4.0,1,2,6,Santa Cruz
3151,22,1,,,,,1,1.0,3.0,4.0,5.0,1,1,2,2,2,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,1,2.0,2,1,6.0,5.0,2,6,6,Santa Cruz
3152,18,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,10,,,,,,,,,1,7.0,,,,,,,,2,,3,1,3.0,,2,3,6,Santa Cruz
3153,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,,,,,,,,,1,7.0,,,,,,,,2,,1,1,,,1,3,6,Santa Cruz
3163,20,1,,,,,2,5.0,,,,1,2,2,2,3,,,,,,,,1.0,6,6,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,2,1,5.0,,1,6,6,San Ramon (Sta)
3165,18,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,1,2,,,,,,,,1.0,3,1,2.0,6.0,,7.0,8.0,9.0,10.0,,7,,,,,,,,,2,,3,6,5.0,3.0,2,3,6,San Juan Yapacani
3166,17,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,2.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,3,5,6.0,1.0,1,3,6,San Juan Yapacani
3170,21,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,1,2.0,5.0,7.0,,11.0,,,1.0,3,1,4.0,6.0,,9.0,10.0,,,,1,3.0,5.0,7.0,,,,,,2,,2,1,2.0,3.0,1,3,6,San Ignacio
3180,16,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,4,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,4,5.0,1.0,1,2,6,Roboré
3181,20,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,2,6.0,7.0,9.0,,,,,,2,,1,1,3.0,5.0,1,3,6,Roboré
3182,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,6,7.0,9.0,,,,,,,2,,1,1,6.0,2.0,2,3,6,Roboré
3184,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,1,9.0,10.0,,,,,,,9,,,,,,,,,2,,3,6,3.0,1.0,2,2,6,Quebrada León
3185,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,5.0,1,3,6,Quebrada León
3186,21,1,,,,,1,4.0,5.0,,,1,2,1,1,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,2,6.0,7.0,9.0,,,,,,2,,1,1,5.0,6.0,1,3,6,Puerto Quijarro
3191,20,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,3,1,7.0,9.0,,10.0,,,,,5,7.0,8.0,9.0,,,,,,2,,1,1,2.0,6.0,2,3,6,Pueblo Nuevo
3194,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,7,8.0,10.0,,,,,,,7,,,,,,,,,2,,3,6,5.0,1.0,1,2,6,Pueblo Nuevo
3210,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,1,1,2.0,5.0,2,2,6,Pueblo Nuevo
3211,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,2.0,,1,2,6,Pueblo Nuevo
3219,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,9,10.0,,,,,,,,5,7.0,,,,,,,,2,,1,1,6.0,7.0,2,2,6,Pueblo Nuevo
3220,18,1,,,,,2,3.0,4.0,,,1,2,2,2,3,,,,,,,,1.0,7,6,9.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,6,1.0,,1,2,6,Pueblo Nuevo
3227,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,7,10.0,,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,3.0,6.0,1,2,6,Piedritas
3228,20,1,,,,,1,,,,,1,2,2,1,3,,,,,,,,1.0,1,4,10.0,,,,,,,,5,9.0,,,,,,,,1,2.0,1,5,6.0,1.0,2,6,6,Mineros
3231,18,1,,,,,1,1.0,2.0,4.0,,1,1,2,1,2,,,,,,,,1.0,7,1,6.0,9.0,,,,,,,5,7.0,,,,,,,,1,2.0,1,5,6.0,1.0,2,2,6,Mineros
3234,16,1,,,,,1,1.0,3.0,4.0,5.0,1,1,2,2,2,,,,,,,,1.0,7,8,9.0,,,,,,,,1,7.0,9.0,,,,,,,2,,2,1,5.0,6.0,1,2,6,Mineros
3235,16,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,1,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,2.0,,2,2,6,Huasa Cañada
3243,23,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,2,6,5.0,1.0,2,6,6,Cotoca
3251,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,7.0,2,3,6,El Carmen Rivero
3256,29,1,,,,,1,3.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,10.0,,,,,,,9,,,,,,,,,2,,3,1,6.0,,2,2,6,Camiri
3259,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,5.0,,7.0,8.0,9.0,10.0,11.0,8,9.0,,,,,,,,9,,1,1,6.0,7.0,2,6,6,Anamal
3263,17,1,,,,,1,1.0,,,,1,2,2,2,1,2.0,5.0,7.0,,10.0,,,1.0,7,5,,,,,,,,,3,7.0,9.0,,,,,,,2,,2,2,,,1,2,6,Santiago de Huari
3264,18,1,,,,,1,1.0,,,,1,2,2,2,2,,,,,,,,1.0,5,2,5.0,,,,,,,,1,,,,,,,,,2,,2,2,,,2,2,6,Santiago de Huari
3273,18,1,,,,,1,1.0,3.0,,,1,1,2,1,1,1.0,5.0,8.0,,,,,1.0,6,4,8.0,10.0,,,,,,,5,,,,,,,,,2,,1,4,5.0,,1,2,6,Oruro
3276,18,1,,,,,1,1.0,,,,1,1,1,1,1,2.0,5.0,,,,,,1.0,7,1,5.0,10.0,,,,,,,2,5.0,,,,,,,,2,,1,4,5.0,,2,2,6,Oruro
3277,22,1,,,,,1,4.0,,,,1,2,2,1,2,,,,,,,,2.0,3,1,,,,,,,,,1,4.0,7.0,,,,,,,2,,2,3,,,1,3,6,Oruro
3279,16,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,7.0,8.0,,9.0,,,,,7,,,,,,,,,2,,1,3,,,1,2,6,Oruro
3284,14,1,,,,,1,2.0,3.0,5.0,,1,1,2,1,2,,,,,,,,1.0,6,1,7.0,9.0,,,,,,,7,,,,,,,,,2,,1,2,,,2,2,6,Oruro
3285,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,9.0,,,,,,,,7,,,,,,,,,2,,1,1,,,2,2,6,Oruro
3287,20,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,1,7.0,10.0,,11.0,,,,,7,,,,,,,,,2,,2,3,5.0,6.0,1,6,6,Oruro
3291,17,1,,,,,1,4.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,1,,,,,,,,,2,,1,6,5.0,4.0,1,2,6,Oruro
3292,20,1,,,,,1,1.0,5.0,,,1,2,2,1,1,1.0,2.0,4.0,,10.0,,,1.0,7,1,8.0,10.0,,,,,,,5,,,,,,,,,2,,1,4,5.0,3.0,2,3,6,Oruro
3293,20,1,,,,,1,2.0,,,,1,1,2,1,3,,,,,,,,1.0,3,4,,,,,,,,,1,2.0,,,,,,,,1,2.0,2,1,5.0,4.0,2,6,6,Oruro
3294,16,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,1,1.0,2.0,4.0,,8.0,10.0,,1.0,7,1,8.0,10.0,,,,,,,7,,,,,,,,,1,1.0,1,1,,,1,2,6,Oruro
3295,18,1,,,,,1,1.0,3.0,4.0,5.0,1,1,2,1,1,1.0,2.0,4.0,,7.0,8.0,,1.0,7,1,4.0,7.0,,8.0,,,,,7,,,,,,,,,2,,1,5,,,2,2,6,Oruro
3301,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,7,8.0,12.0,,,,,,,2,,1,6,,,1,2,6,Oruro
3302,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,5.0,9.0,,,,,,,9,,,,,,,,,9,,1,1,,,1,2,6,Oruro
3304,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,1,7.0,9.0,,,,,,,9,,1,5,,,1,2,6,Oruro
3314,18,1,,,,,2,1.0,3.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,6.0,,9.0,,,,,1,,,,,,,,,1,2.0,1,5,6.0,,2,2,6,Oruro
3323,21,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,,,,,,,,,1,1.0,2,5,1.0,,1,2,6,Oruro
3327,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,2,,,,,,,,,1,,,,,,,,,2,,2,1,,,2,2,6,Oruro
3329,15,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,2,1,,,,,,,,,1,,,,,,,,,2,,1,9,,,1,2,6,Oruro
3330,15,1,,,,,1,4.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,6,1,10.0,,,,,,,,5,9.0,,,,,,,,2,,1,1,6.0,2.0,2,2,6,Oruro
3335,15,1,,,,,1,2.0,3.0,4.0,5.0,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,8.0,,10.0,,,,,5,7.0,9.0,,,,,,,2,,1,5,1.0,2.0,1,2,6,Oruro
3336,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,6.0,,,,,,,1,7.0,9.0,12.0,,,,,,1,2.0,2,9,,,2,6,6,Oruro
3349,18,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,2,8.0,,,,,,,,7,9.0,,,,,,,,2,,2,2,3.0,4.0,2,2,6,Oruro
3350,15,1,,,,,1,3.0,,,,1,1,2,1,3,,,,,,,,1.0,5,1,8.0,9.0,,,,,,,9,,,,,,,,,2,,3,2,3.0,,1,2,6,Oruro
3353,28,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,5,10,,,,,,,,,9,,,,,,,,,2,,3,1,2.0,,2,2,6,Oruro
3354,36,1,,,,,2,5.0,,,,1,1,2,2,3,,,,,,,,1.0,3,4,,,,,,,,,3,,,,,,,,,1,1.0,2,6,,,2,6,6,Oruro
3360,19,1,,,,,1,2.0,3.0,4.0,5.0,2,2,2,2,3,,,,,,,,1.0,7,2,4.0,6.0,,7.0,10.0,11.0,,,1,4.0,5.0,9.0,,,,,,1,1.0,2,5,6.0,,1,6,6,Oruro
3361,14,1,,,,,1,2.0,,,,1,2,2,2,3,,,,,,,,1.0,1,1,10.0,,,,,,,,7,,,,,,,,,2,,3,1,5.0,6.0,2,2,6,Oruro
3366,20,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,1,2,,,,,,,,1.0,7,1,7.0,9.0,,10.0,,,,,1,8.0,,,,,,,,2,,2,4,3.0,,2,3,6,Oruro
3368,21,1,,,,,1,2.0,5.0,,,2,2,2,2,2,,,,,,,,1.0,3,1,2.0,9.0,,,,,,,1,,,,,,,,,2,,2,6,,,2,4,6,Oruro
3369,16,1,,,,,1,1.0,2.0,4.0,5.0,1,1,1,1,1,7.0,9.0,10.0,,,,,1.0,7,1,7.0,8.0,,,,,,,4,5.0,7.0,9.0,,,,,,1,1.0,1,6,7.0,,1,2,6,Oruro
3373,19,1,,,,,1,1.0,,,,1,1,2,1,2,,,,,,,,1.0,3,9,,,,,,,,,9,,,,,,,,,2,,3,1,,,2,6,6,Oruro
3376,25,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,6,4,,,,,,,,,5,,,,,,,,,2,,2,1,,,2,6,6,Oruro
3379,17,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,8,10.0,,,,,,,,9,,,,,,,,,2,,1,5,6.0,,2,3,6,Oruro
3385,18,1,,,,,1,5.0,,,,1,2,2,1,2,,,,,,,,1.0,7,4,8.0,,,,,,,,9,,,,,,,,,2,,1,1,,,2,3,6,Oruro
3386,20,1,,,,,1,2.0,4.0,,,1,2,2,2,2,,,,,,,,1.0,7,1,2.0,4.0,,,,,,,3,8.0,,,,,,,,1,9.0,1,6,7.0,,2,6,6,Oruro
3388,17,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,3,,,,,,,,1.0,4,1,,,,,,,,,7,,,,,,,,,2,,3,5,,,1,2,6,Oruro
3390,17,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,7.0,,,,,,,5,7.0,9.0,,,,,,,1,1.0,3,7,8.0,,2,3,6,Oruro
3393,24,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,3,1,2.0,,,,,,,,1,,,,,,,,,2,,3,6,,,1,6,6,Oruro
3399,17,1,,,,,1,2.0,5.0,,,1,1,2,2,3,,,,,,,,1.0,7,1,2.0,,,,,,,,7,,,,,,,,,2,,1,9,,,2,3,6,Oruro
3400,18,1,,,,,1,2.0,4.0,5.0,,1,2,2,2,3,,,,,,,,1.0,7,1,4.0,7.0,,,,,,,5,7.0,,,,,,,,2,,1,9,,,2,3,6,Oruro
3403,23,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,4.0,,,,,,,5,7.0,,,,,,,,2,,1,5,,,1,6,6,Oruro
3405,18,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,4.0,8.0,,9.0,10.0,,,,7,9.0,,,,,,,,2,,2,1,,,1,3,6,Oruro
3406,14,1,,,,,1,3.0,,,,1,1,2,1,1,10.0,,,,,,,1.0,2,2,5.0,,,,,,,,2,3.0,9.0,,,,,,,2,,3,1,,,1,2,6,Oruro
3409,19,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,1,5.0,,,,,,,,5,,,,,,,,,1,9.0,2,1,,,1,3,6,Oruro
3422,19,1,,,,,1,2.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,,,,,,7,9.0,,,,,,,,9,,2,2,,,1,6,6,Oruro
3423,15,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,4,10,,,,,,,,,7,,,,,,,,,2,,1,2,,,2,2,6,Oruro
3424,18,1,,,,,1,5.0,,,,1,1,2,1,1,5.0,,,,,,,1.0,7,1,4.0,5.0,,,,,,,5,9.0,12.0,,,,,,,2,,1,4,3.0,,2,3,6,Oruro
3425,15,1,,,,,2,2.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,7,,,,,,,,,2,,1,9,,,1,2,6,Oruro
3438,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,9.0,10.0,,,,,,,5,9.0,,,,,,,,2,,1,2,1.0,,2,2,6,Lagunillas
